Time, Finish
12,12,19,2,4.720001,4.25
11,3,19,2,4,2.25
13,5,14,18,3.659988,3.5
10,18,10,6,5.519989,3
4,7,14,7,3.659988,2.5
18,9,6,17,5.5,5
14,10,13,4,2.639999,1.75
15,5,4,19,8.900009,6.25
5,2,5,2,0,0
10,4,12,8,1.580002,1.5
13,16,19,13,3.440002,2.25
4,4,18,13,7.080002,5.75
13,10,0,12,5,3.75
2,14,10,4,6.880005,4.5
2,16,0,6,3.139999,3
3,6,16,16,6.280014,5.75
1,13,15,4,13.94,5.75
14,10,13,6,2.399994,1.25
2,4,15,17,7.62001,6.5
17,7,7,9,3.140015,3
6,4,15,19,7.380005,6
17,5,0,1,5.479996,5.25
9,14,8,3,3.659988,3
4,16,14,11,4.200012,3.75
10,17,5,6,6.87999,4
6,1,14,2,3.440002,2.25
1,15,13,5,7.059998,5.5
12,12,8,18,5.880005,2.5
11,19,19,1,8.099991,6.5
4,19,14,17,3.419998,3
4,18,14,0,9.199997,7
7,8,16,6,2.87999,2.75
8,19,9,10,5,2.5
8,13,16,15,4.220001,2.5
16,10,8,15,3.919998,3.25
16,19,19,15,2.919998,1.75
6,12,3,12,1.320007,0.75
0,8,13,0,5.5,5.25
5,4,1,12,3.139999,3
15,4,9,14,8.400009,4
15,14,11,11,3.76001,1.75
17,16,8,4,7.899994,5.25
7,4,5,14,3.699997,3
15,9,1,18,6.560013,5.75
12,7,16,17,4.699997,3.5
3,16,6,15,1.059998,1
11,11,13,0,3.919998,3.25
12,15,4,14,4.459991,2.25
6,8,6,0,6.860001,2
11,6,1,5,3.399994,2.75
17,14,3,14,4.699997,3.5
6,0,3,4,2.639999,1.75
15,11,4,2,6.279999,5
17,15,16,19,1.319992,1.25
2,11,1,7,1.599991,1.25
4,15,13,0,7.880005,6
11,9,13,4,2.360001,1.75
10,18,3,17,2.100006,2
1,1,19,11,9.679993,7
5,11,12,13,2.880005,2.25
1,6,10,1,6.62001,3.5
13,3,2,10,5.220001,4.5
0,9,19,3,8.380005,6.25
16,10,16,10,0,0
16,12,6,0,5.73999,5.5
8,6,4,13,4.740005,2.75
18,7,10,10,3.400009,2.75
13,0,3,4,5,3.5
16,2,18,8,2.37999,2
4,11,2,8,1.320007,1.25
1,15,13,8,5.759995,4.75
5,7,16,17,6,5.25
17,10,17,1,2.880005,2.25
14,1,12,12,4.199997,3.25
8,6,8,15,2.880005,2.25
7,1,1,18,6.279999,5.75
19,11,17,16,1.839996,1.75
15,4,6,3,5.039993,2.5
7,13,1,7,6.579987,3
1,2,19,19,9.119995,8.75
0,10,16,14,5.5,5
8,3,10,18,5.800003,4.25
8,2,2,0,2.100006,2
4,8,3,8,0.8000031,0.25
0,9,7,10,2.62001,2
19,8,6,15,5.779999,5
17,1,12,8,3.660004,3
12,7,16,0,2.87999,2.75
18,14,5,16,4.440002,3.75
7,8,5,6,2.12001,1
11,10,9,0,10.53999,3
8,4,9,7,1.059998,1
3,17,9,18,1.839996,1.75
19,2,16,15,4.179993,4
4,4,12,14,7.860001,4.5
18,0,15,2,1.840012,1.25
6,18,16,1,8.160004,6.75
11,4,11,5,0.2799988,0.25
8,9,0,0,11.72,4.25
5,7,14,0,4.699997,4
13,5,15,16,3.399994,3.25
8,1,3,18,6.020004,5.5
17,19,7,18,3.399994,2.75
2,0,9,6,3.400009,3.25
15,13,0,3,6.520004,6.25
5,0,9,19,6,5.75
0,2,13,10,5.479996,5.25
15,8,18,3,2.100006,2
16,0,15,8,2.880005,2.25
0,4,14,6,7.619995,4
10,6,6,2,2.380005,2
11,3,18,4,2.37999,2
0,17,12,7,8.519989,5.5
6,15,10,7,3.419998,3
0,8,8,2,6.840012,3.5
9,16,5,11,2.87999,2.25
12,11,16,11,5.23999,1
2,2,15,4,4.199997,3.75
19,5,12,3,3.199997,2.25
18,19,3,0,9.660004,8.5
9,2,18,6,3.400009,3.25
14,12,9,4,4.480011,3.25
15,19,1,0,11.92,8.25
11,8,14,16,4.979996,2.75
6,3,14,5,3.660004,2.5
11,11,15,8,2.359985,1.75
3,11,5,6,2.360016,1.75
17,10,10,5,3.660004,3
18,4,18,13,2.880005,2.25
4,11,15,1,6.559998,5.25
16,0,2,19,11.21999,8.25
8,8,5,17,3.940002,3
14,17,11,1,4.959991,4.75
3,9,0,2,2.620026,2.5
18,8,11,18,6.860016,4.25
0,0,10,5,6.899994,3.75
16,6,18,8,1.059998,1
9,12,2,16,3.399994,2.75
8,18,9,16,0.7999878,0.75
1,12,12,13,3.660004,3
7,18,2,10,8.119995,3.25
11,15,18,2,6.860016,5
14,7,2,0,7.060028,4.75
19,8,5,2,8.160004,5
19,14,5,17,4.440002,4.25
17,2,6,5,3.940002,3.5
8,0,7,2,1.319977,0.75
11,11,16,5,3.399994,2.75
12,7,2,17,7,5
14,0,14,7,2.639984,1.75
6,3,5,5,4.299988,0.75
10,9,1,16,4.180023,4
10,13,18,18,3.919983,3.25
8,19,0,1,7.339996,6.5
14,1,3,1,2.880005,2.75
5,4,5,19,5.920013,3.75
15,13,5,19,5.300018,4
19,6,13,6,2.619995,1.5
17,8,1,9,4.720001,4.25
13,5,19,7,2.100006,2
0,6,12,7,7.580017,3.25
14,14,11,5,3.140015,3
3,17,0,8,3.140015,3
11,7,15,11,2.100006,2
17,11,11,11,1.579987,1.5
10,8,16,4,2.619995,2.5
10,2,8,10,3.940002,2.5
9,5,19,16,5.76001,5.25
13,12,1,0,14.85999,6
14,14,10,10,2.100006,2
16,1,11,19,8.660004,5.75
17,5,13,10,2.640015,2.25
15,18,17,15,1.839996,1.25
8,14,15,4,4.720001,4.25
16,19,9,12,4.73999,3.5
0,13,4,16,2.360016,1.75
14,12,0,13,6.619995,3.75
2,3,3,2,0.5400085,0.5
10,14,0,15,3.679993,2.75
6,12,5,1,3.140015,3
5,6,3,0,4.480011,2
11,17,2,1,10.53998,6.25
2,19,10,4,6,5.75
3,13,11,8,4.199982,3.25
16,12,18,18,2.100006,2
14,10,18,8,1.579987,1.5
2,11,19,14,6.299988,5
6,14,7,16,0.8000183,0.75
1,18,13,15,4.440002,3.75
3,18,2,0,11.14001,4.75
6,9,16,12,4.76001,3.25
15,10,12,17,2.899994,2.5
12,16,16,5,4.480011,3.75
8,17,11,13,2.360016,1.75
17,18,14,4,5.799988,4.25
18,17,4,1,10.76001,7.5
10,5,10,5,0,0
4,10,10,10,2.140015,1.5
10,11,19,17,4.440002,3.75
13,12,17,17,2.360016,2.25
0,11,6,3,3.660004,3.5
12,5,9,5,0.7999878,0.75
6,18,3,12,3.159973,2.25
5,7,10,9,2.359985,1.75
11,7,3,11,3.140015,3
19,16,18,11,2.099976,1.5
4,2,10,6,7.100006,2.5
19,19,7,4,7.559998,6.75
8,6,19,9,3.660004,3.5
16,18,15,12,2.359985,1.75
13,14,16,17,2.100006,1.5
15,11,6,0,5.220001,5
12,7,18,19,5.73999,4.5
5,13,18,17,4.959991,4.25
9,3,17,11,4.199982,4
19,18,5,6,7.820007,6.5
3,19,4,6,4.179993,3.5
9,9,10,6,1.579987,1
12,4,12,18,4.699982,3.5
1,4,18,14,9.139984,6.75
2,18,10,17,2.360016,2.25
15,14,9,19,2.880005,2.75
9,2,8,5,1.339996,1
2,10,3,6,1.319977,1.25
12,2,2,3,3.399994,2.75
10,12,9,1,5.23999,3
0,8,6,10,3.220001,2
19,13,18,13,0.2799988,0.25
2,1,12,6,5,3.75
0,16,14,7,10.97998,5.75
9,17,4,13,2.359985,2.25
6,18,2,17,1.599976,1.25
8,13,2,3,10.34,4
0,8,6,5,2.359985,2.25
2,10,4,19,3.399994,2.75
19,16,7,19,3.919983,3.75
15,1,1,18,10.17999,7.75
13,12,17,5,6.839996,2.75
18,5,18,19,4.700012,3.5
8,4,18,4,2.619995,2.5
1,15,4,2,7.859985,4
13,11,15,0,3.920013,3.25
17,10,17,11,0.2799988,0.25
6,16,2,15,1.320007,1.25
13,8,19,10,5.320007,2
0,14,19,14,5.23999,4.75
0,19,7,17,4.220001,2.25
18,15,0,7,6.779999,6.5
1,2,6,6,2.359985,2.25
10,2,19,7,3.660004,3.5
5,18,7,3,8.179993,4.25
8,17,7,11,1.839996,1.75
16,3,2,9,5.220001,5
4,11,10,9,2.379974,2
16,5,13,8,2.97998,1.5
18,0,17,15,4.700012,4
3,18,15,6,8.920013,6
3,19,4,13,2.359985,1.75
9,9,16,15,4.199982,3.25
4,14,15,13,3.940002,3
12,7,11,13,4.019989,1.75
19,18,13,7,4.960022,4.25
13,10,4,1,7.320007,4.5
13,14,16,3,3.660004,3.5
11,8,14,17,3.660004,3
8,14,12,17,2.359985,1.75
10,16,12,13,1.319977,1.25
13,8,1,16,7.600006,5
9,8,5,12,2.100006,2
14,1,19,3,2.359985,1.75
13,15,14,0,4.97998,4
10,6,4,11,3.399994,2.75
16,13,19,19,2.880005,2.25
12,19,19,7,5.47998,4.75
11,18,13,8,3.140015,3
8,10,11,2,2.880005,2.75
11,17,18,5,6.320007,4.75
0,8,13,9,4.220001,3.5
10,17,4,19,2.100006,2
13,19,8,0,6.820007,6
5,0,9,11,3.940002,3.75
6,2,19,0,6.720001,3.75
0,11,15,1,10.39999,6.25
9,0,9,10,4.179993,2.5
0,19,2,0,6.539978,5.25
1,7,14,19,8.159973,6.25
3,18,19,10,8.640015,6
17,7,2,19,11.13998,6.75
10,6,14,9,2.360016,1.75
11,14,4,4,4.959991,4.25
0,9,17,7,5.47998,4.75
19,5,8,11,7.119995,4.25
16,3,7,1,3.440002,2.75
11,13,8,19,2.360016,2.25
18,16,14,7,3.680023,3.25
15,5,13,19,6.839996,4
0,9,0,13,2.100006,1
15,9,9,14,2.880005,2.75
10,18,18,12,3.659973,3.5
8,0,12,1,3.5,1.25
19,9,16,17,2.880005,2.75
6,0,5,3,5.160004,1
16,4,5,10,5.240021,4.25
1,5,15,12,6.320007,5.25
0,5,8,0,3.399994,3.25
2,12,19,4,6.519989,6.25
5,14,3,18,1.579987,1.5
13,12,5,0,8.920013,5
9,17,5,3,4.699982,4.5
13,16,16,4,5.140015,3.75
10,1,13,18,6.02002,5
4,2,5,15,5,3.5
13,18,14,3,6.959991,4
7,4,12,8,2.359985,2.25
14,1,8,6,6.060028,2.75
12,2,4,6,5.23999,3
14,19,18,12,2.880005,2.75
11,6,9,0,7.919983,2
10,10,8,0,5.839996,3
2,8,17,8,3.920013,3.75
1,3,0,2,0.539978,0.5
9,11,0,14,3.660004,3
15,1,11,0,3.940002,1.25
13,1,12,17,4.440002,4.25
10,4,16,4,1.580017,1.5
15,0,5,2,3.140015,3
6,3,10,1,1.580017,1.5
19,9,13,15,3.139984,3
1,8,0,13,1.579987,1.5
17,13,4,18,5.5,4.5
14,10,18,13,2.360016,1.75
16,6,15,0,2.360016,1.75
12,6,7,5,1.580017,1.5
12,3,15,11,3.959991,2.75
1,14,19,18,5.740021,5.5
1,5,17,14,7.080017,6.25
19,6,7,1,4.960022,4.25
9,10,5,13,2.119995,1.75
8,1,18,0,2.880005,2.75
9,11,5,2,3.920013,3.25
2,11,17,1,7.320007,6.25
10,9,8,3,2.100006,2
15,8,18,5,1.579987,1.5
19,19,12,8,4.700012,4.5
15,6,3,4,5.5,3.5
1,15,18,4,7.820007,7
16,19,0,5,7.820007,7.5
15,1,4,13,8.399994,5.75
15,6,12,19,4.179993,4
13,6,12,11,1.580017,1.5
5,18,5,16,1.580017,0.5
7,11,2,10,1.580017,1.5
1,2,12,14,6,5.75
19,2,5,9,5.480011,5.25
7,14,1,9,4.73999,2.75
14,13,13,14,0.539978,0.5
6,9,11,1,4.759979,3.25
9,17,0,4,9.940002,5.5
5,6,11,11,4.559998,2.75
17,5,1,4,9.160004,4.25
2,3,8,1,2.660004,2
6,4,19,10,5.23999,4.75
6,2,14,14,11.01999,5
13,5,6,18,6.299988,5
11,6,18,0,3.399994,3.25
18,1,17,4,1.059998,1
2,5,18,6,4.959991,4.25
14,6,2,12,5.740021,4.5
17,17,14,14,3.820007,1.5
19,8,13,19,4.440002,4.25
4,11,10,17,6.279999,3
15,5,17,4,1.320007,0.75
18,17,4,17,3.660004,3.5
3,4,12,12,4.440002,4.25
4,10,18,8,4.180023,4
16,17,10,10,5.019989,3.25
18,15,12,6,4.199982,3.75
9,9,4,8,1.579987,1.5
3,0,2,17,4.700012,4.5
6,10,19,15,4.980011,4.5
6,14,1,3,11.39999,4
17,1,9,14,7.860016,5.25
13,10,14,9,0.5400085,0.5
19,12,14,13,1.579987,1.5
17,0,16,18,5.47998,4.75
14,16,12,3,4.480011,3.75
5,3,8,6,2.640015,1.5
12,14,3,3,7.320007,5
18,0,8,4,4.700012,3.5
9,9,8,14,2.100006,1.5
18,13,11,13,3.940002,1.75
1,3,13,13,6.02002,5.5
13,0,18,19,6.779999,6
5,4,1,7,2.400024,1.75
0,19,14,4,11.78,7.25
17,8,9,5,4.940002,2.75
13,11,18,15,2.880005,2.25
0,9,7,12,3.700012,2.5
7,9,10,11,1.839996,1.25
5,15,16,13,3.919983,3.25
5,9,11,7,3.139984,2
9,3,11,3,6.339996,0.5
16,3,16,7,2.380005,1
14,5,4,19,8.720001,6
17,4,16,4,1.359985,0.25
8,5,19,5,3.959991,2.75
4,7,11,3,3.680023,2.75
3,6,16,13,6.299988,5
18,3,6,8,8.139984,4.25
12,15,17,8,3.140015,3
3,9,5,13,1.580017,1.5
2,1,19,6,6.26001,5.5
2,3,7,6,2.620026,2
11,2,15,19,11.01999,5.25
8,18,5,5,7.839996,4
4,5,8,14,4.200012,3.25
0,0,7,16,6.559998,5.75
15,2,8,19,6.26001,6
19,18,0,1,10.73999,9
10,6,5,1,3.459991,2.5
4,18,12,10,4.179993,4
13,19,13,6,3.920013,3.25
5,17,7,9,4.339996,2.5
3,19,9,12,3.919983,3.25
5,15,14,16,2.900024,2.5
15,17,2,5,9.459991,6.25
19,19,3,18,8.320007,4.25
17,16,5,7,6.559998,5.25
1,18,4,11,2.619995,2.5
5,16,17,6,6.800018,5.5
3,0,11,11,4.959991,4.75
8,3,19,12,6.299988,5
0,19,11,14,4.73999,4
2,16,4,2,4.179993,4
19,7,13,19,4.700012,4.5
12,16,18,2,5.5,5
16,11,5,14,4.720001,3.5
14,19,12,4,4.440002,4.25
5,9,5,7,9.97998,0.5
1,1,0,7,10.91998,1.75
7,0,11,13,4.440002,4.25
4,13,9,2,9.73999,4
16,14,17,15,1.100006,0.5
1,2,17,7,6.040009,5.25
5,0,0,13,5.26001,4.5
3,10,18,5,5.779999,5
10,12,17,14,2.360016,2.25
17,10,5,15,5,4.25
0,14,2,5,2.880005,2.75
2,7,6,16,3.920013,3.25
11,10,3,5,4.76001,3.25
4,11,2,3,2.899994,2.5
7,15,18,13,3.919983,3.25
5,3,12,9,4.480011,3.25
16,17,0,2,8.640015,7.75
0,0,19,2,7.860016,5.25
1,5,5,5,3.199982,1
15,2,18,12,3.679993,3.25
12,4,0,0,5.259979,4
19,0,18,16,4.959991,4.25
16,0,12,12,5.220001,4
3,11,15,11,5.320007,3
1,8,11,9,3.160004,2.75
3,4,14,7,4.220001,3.5
3,18,11,16,2.619995,2.5
9,17,17,7,6.019989,4.5
4,0,4,12,9.559998,3
2,11,9,15,3.399994,2.75
16,10,15,14,5.340027,1.25
15,14,15,18,1.059998,1
15,16,15,4,4.459991,3
7,2,10,18,4.959991,4.75
16,7,13,0,3.139984,2.5
19,10,4,10,4.440002,3.75
5,5,11,6,2.119995,1.75
15,2,13,2,2.420013,0.5
7,4,8,12,2.359985,2.25
18,17,15,3,5,4.25
6,0,13,17,11.02002,6
14,1,18,18,8.400024,5.25
1,11,6,8,4.719971,2
4,0,0,6,5.279999,2.5
3,8,3,5,1.319977,0.75
15,16,18,2,4.440002,4.25
12,4,17,5,2.139984,1.5
11,17,17,9,4.700012,3.5
18,14,18,6,3.159973,2
18,12,14,12,2.099976,1
17,15,5,18,4.200012,3.75
7,1,0,13,4.980011,4.75
2,2,4,5,2.119995,1.25
1,1,0,2,1.059998,0.5
19,18,9,9,5.480042,4.75
11,8,13,13,2.399963,1.75
5,1,6,2,0.5400391,0.5
13,17,4,13,3.399963,3.25
9,15,9,18,0.7999878,0.75
10,1,16,1,2.620056,1.5
11,15,17,6,4.719971,3.75
18,10,5,2,10.47998,5.25
5,6,5,17,2.880005,2.75
14,11,12,13,1.059998,1
5,17,11,18,1.839966,1.75
16,17,7,4,6.26001,5.5
19,4,16,4,1.320007,0.75
2,18,13,2,11.79999,6.75
4,2,8,17,6.52002,4.75
2,1,15,11,10.24005,5.75
4,10,8,13,5.919983,1.75
8,11,18,12,3.400024,2.75
4,9,1,5,2.900024,1.75
2,9,3,13,1.839966,1.25
14,14,11,19,2.620056,2
17,15,7,2,10.44,5.75
13,15,11,13,1.340027,1
3,3,7,11,3.419983,3
8,3,2,1,2.380005,2
13,13,7,10,4.5,2.25
12,2,19,4,2.360046,2.25
7,12,1,5,4.47998,3.25
15,3,11,14,4.47998,3.75
12,4,17,1,2.900024,2
4,5,17,2,4.459961,4
7,0,9,13,3.919983,3.75
2,18,14,16,3.940002,3.5
1,7,17,5,10.5,4.5
17,1,16,14,4.179993,3.5
5,5,5,14,2.360046,2.25
18,15,9,6,5.780029,4.5
13,19,0,19,3.400024,3.25
12,8,3,0,8.73999,4.25
13,19,13,14,1.839966,1.25
11,7,12,7,0.7999878,0.25
8,15,17,3,6,5.25
4,1,0,13,4.76001,4
11,14,3,14,3.140015,2
5,3,17,18,9.700012,6.75
6,17,0,0,6,5.75
12,7,9,14,6.340027,2.5
7,10,2,4,3.400024,2.75
5,10,4,15,1.579956,1.5
14,12,13,1,3.140015,3
7,16,19,17,3.400024,3.25
9,12,19,6,4.460022,4
1,14,4,18,1.840027,1.75
10,8,8,19,3.919983,3.25
11,11,12,17,2.359985,1.75
18,10,13,9,1.859985,1.5
12,1,12,3,1.580017,0.5
11,7,9,7,0.8200073,0.5
4,7,2,6,0.8000488,0.75
4,14,17,17,4.180054,4
3,6,19,4,4.700012,4.5
9,12,14,2,3.919983,3.75
10,7,19,10,4.5,3
10,4,19,16,7.859985,5.25
1,2,15,16,7.860046,7
9,16,0,3,6.819946,5.5
9,0,10,9,5.23999,2.5
9,19,15,10,4.440002,3.75
3,0,16,3,6.799988,4
4,19,3,13,1.839966,1.75
14,19,3,18,3.659973,3
8,4,7,13,3.140015,2.5
19,2,13,0,3.140015,2
6,0,4,8,4.23999,2.5
4,10,19,1,7.640015,6
3,2,1,10,2.900024,2.5
8,7,7,0,13.03998,2
11,10,15,5,2.880005,2.25
5,15,7,13,2.940002,1
14,2,9,7,3.419983,2.5
0,2,13,7,4.700012,4.5
18,0,1,1,7.320007,4.5
6,10,4,13,1.839966,1.25
7,4,11,0,2.099976,2
4,1,13,11,8.219971,4.75
2,1,2,7,2.899963,1.5
8,14,15,5,5.539978,4
18,14,4,10,6.339966,4.5
8,13,5,11,1.320007,1.25
12,10,3,1,14.14001,4.5
4,4,11,15,5.539978,4.5
4,7,5,12,2.380005,1.5
3,13,3,7,4.23999,1.5
16,6,15,18,3.920044,3.25
2,8,3,14,2.960022,1.75
12,3,7,2,2.099976,1.5
2,18,12,11,5.559998,4.25
0,19,0,9,2.619995,2.5
19,0,8,3,3.659973,3.5
13,2,15,9,2.360046,2.25
11,15,19,4,5.76001,4.75
12,16,0,15,5.5,3.25
2,17,8,3,8.180054,5
12,2,4,19,7.880005,6.25
8,12,3,12,1.840027,1.25
6,5,16,4,2.879944,2.75
16,3,17,12,3.139954,2.5
13,13,15,5,3.940002,2.5
5,2,7,12,3.140015,3
15,2,5,7,3.919983,3.75
7,3,18,13,6,5.25
10,3,0,9,4.179993,4
3,2,12,18,7.580017,6.25
